entrez	logFC	AveExpr	t	P.Value	adj.P.Val	B
98388	0.256521668725456	-0.247672441969931	0.669899267275851	0.521879287407357	0.588193834032879	-6.67682393546477
14751	0.0858170808448993	7.39209945057188	0.669498154706374	0.522121921035342	0.588420479868376	-7.55417850907548
65963	-0.094996273805684	8.51748074537066	-0.669335321776237	0.522220438751091	0.58848468694584	-7.51663851716144
54004	0.103521125614245	5.55494466561398	0.669169689290083	0.522320662003336	0.588550805606337	-7.5657863136796
68098	0.0855402841449369	5.05466461872515	0.668636521603665	0.522643359047416	0.5888675772277	-7.54699284391049
69587	-0.0910183103788773	5.64524659011355	-0.667876942037343	0.523103302526648	0.589338923112222	-7.57727212723263
243842	0.143733737245579	4.61642841529221	0.666592043947711	0.523881905144213	0.590169173402877	-7.50104369158396
22343	-0.147820596921417	7.37522296640386	-0.665872619048286	0.52431816174946	0.590613658940843	-7.56784180769403
66658	0.252398375401286	1.43492900963247	0.665670294956988	0.524440890492077	0.590704931124385	-6.92596641476966
74140	0.0817386876696098	6.59625801154843	0.664644660408	0.525063306181674	0.591328128776524	-7.58601811506437
18193	-0.082635805894208	7.6460151582005	-0.664620999143432	0.52507767057897	0.591328128776524	-7.55575599985938
235344	-0.141785836950762	5.14940672504283	-0.664368481630918	0.52523098516079	0.591453764591986	-7.55260245698259
